locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAICOJHJ_04242	CDS	381	atpI		COG3312	ATP synthase protein I
CAICOJHJ_04243	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
CAICOJHJ_04244	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
CAICOJHJ_04245	CDS	444	mioC		COG0716	Protein MioC
CAICOJHJ_04246	CDS	459	asnC		COG1522	Regulatory protein AsnC
CAICOJHJ_04247	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
CAICOJHJ_04248	CDS	1452	viaA		COG2425	Protein ViaA
CAICOJHJ_04249	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
CAICOJHJ_04250	CDS	1869	kup			Low affinity potassium transport system protein kup
CAICOJHJ_04251	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
CAICOJHJ_04252	CDS	1506	rbsA_2	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
CAICOJHJ_04253	CDS	966	rbsC_4		COG1172	Ribose import permease protein RbsC
CAICOJHJ_04254	CDS	891	rbsB_2		COG1879	Ribose import binding protein RbsB
CAICOJHJ_04255	CDS	930	rbsK_3	2.7.1.15	COG0524	Ribokinase
CAICOJHJ_04256	CDS	993	rbsR		COG1609	Ribose operon repressor
CAICOJHJ_04257	CDS	1428	hsrA			putative transport protein HsrA
CAICOJHJ_04258	CDS	693	nanR_3		COG2186	HTH-type transcriptional repressor NanR
CAICOJHJ_04259	rRNA	1539				16S ribosomal RNA
CAICOJHJ_04260	tRNA	76				tRNA-Glu(ttc)
CAICOJHJ_04261	rRNA	2905				23S ribosomal RNA
CAICOJHJ_04262	rRNA	111				5S ribosomal RNA
CAICOJHJ_04263	tRNA	77				tRNA-Asp(gtc)
CAICOJHJ_04264	tRNA	76				tRNA-Trp(cca)
CAICOJHJ_04265	CDS	840	gltR_2		COG0583	HTH-type transcriptional regulator GltR
CAICOJHJ_04266	CDS	339				hypothetical protein
CAICOJHJ_04267	CDS	1281	comM_1		COG0606	Competence protein ComM
CAICOJHJ_04268	CDS	300	comM_2		COG0606	Competence protein ComM
CAICOJHJ_04269	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
CAICOJHJ_04270	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
CAICOJHJ_04271	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
CAICOJHJ_04272	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
CAICOJHJ_04273	CDS	1548	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
CAICOJHJ_04274	CDS	960	gltC_3			HTH-type transcriptional regulator GltC
CAICOJHJ_04275	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
CAICOJHJ_04276	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
CAICOJHJ_04277	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
CAICOJHJ_04278	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
CAICOJHJ_04279	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
CAICOJHJ_04280	CDS	330	trxA		COG0526	Thioredoxin 1
CAICOJHJ_04281	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
CAICOJHJ_04282	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
CAICOJHJ_04283	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
CAICOJHJ_04284	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
CAICOJHJ_04285	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
CAICOJHJ_04286	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
CAICOJHJ_04287	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
CAICOJHJ_04288	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
CAICOJHJ_04289	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
CAICOJHJ_04290	CDS	1251	wzxE		COG2244	Lipid III flippase
CAICOJHJ_04291	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
CAICOJHJ_04292	CDS	1353	wzyE			putative ECA polymerase
CAICOJHJ_04293	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
CAICOJHJ_04294	CDS	1386	yifK		COG1113	putative transport protein YifK
CAICOJHJ_04295	tRNA	77				tRNA-Arg(ccg)
CAICOJHJ_04296	tRNA	76				tRNA-His(gtg)
CAICOJHJ_04297	tRNA	87				tRNA-Leu(cag)
CAICOJHJ_04298	tRNA	77				tRNA-Pro(tgg)
CAICOJHJ_04299	CDS	1236	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
CAICOJHJ_04300	CDS	1656	atsA_2	3.1.6.1	COG3119	Arylsulfatase
CAICOJHJ_04301	CDS	1197	hemY		COG3071	Protein HemY
CAICOJHJ_04302	CDS	1218	hemX		COG2959	Protein HemX
CAICOJHJ_04303	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
CAICOJHJ_04304	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
CAICOJHJ_04305	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
CAICOJHJ_04306	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
CAICOJHJ_04307	CDS	1320				hypothetical protein
CAICOJHJ_04308	CDS	1470				hypothetical protein
CAICOJHJ_04309	CDS	204				hypothetical protein
CAICOJHJ_04310	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
CAICOJHJ_04311	CDS	708				hypothetical protein
CAICOJHJ_04312	CDS	897	xerC_2		COG4973	Tyrosine recombinase XerC
CAICOJHJ_04313	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
CAICOJHJ_04314	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
CAICOJHJ_04315	CDS	903	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
CAICOJHJ_04316	CDS	765				hypothetical protein
CAICOJHJ_04317	CDS	951	corA		COG0598	Magnesium transport protein CorA
CAICOJHJ_04318	CDS	498				hypothetical protein
CAICOJHJ_04319	CDS	849				hypothetical protein
CAICOJHJ_04320	CDS	891	rarD		COG2962	Protein RarD
CAICOJHJ_04321	CDS	468				hypothetical protein
CAICOJHJ_04322	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
CAICOJHJ_04323	CDS	1836	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
CAICOJHJ_04324	CDS	621	rhtC_2		COG1280	Threonine efflux protein
CAICOJHJ_04325	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
CAICOJHJ_04326	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
CAICOJHJ_04327	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
CAICOJHJ_04328	CDS	900				hypothetical protein
CAICOJHJ_04329	CDS	954	metR			HTH-type transcriptional regulator MetR
CAICOJHJ_04330	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
CAICOJHJ_04331	CDS	258				hypothetical protein
CAICOJHJ_04332	CDS	429				hypothetical protein
CAICOJHJ_04333	CDS	294	hcpA_4		COG3157	Major exported protein
CAICOJHJ_04334	CDS	558	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
CAICOJHJ_04335	CDS	1509	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
CAICOJHJ_04336	CDS	1998	tktA_2	2.2.1.1	COG0021	Transketolase 1
CAICOJHJ_04337	CDS	846	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
CAICOJHJ_04338	CDS	906	yahB_3			putative HTH-type transcriptional regulator YahB
CAICOJHJ_04339	CDS	1224	codB_2		COG1457	Cytosine permease
CAICOJHJ_04340	CDS	390	atzF	3.5.1.54		Allophanate hydrolase
CAICOJHJ_04341	CDS	957	arcC1_3	2.7.2.2	COG0549	Carbamate kinase 1
CAICOJHJ_04342	CDS	1476				hypothetical protein
CAICOJHJ_04343	CDS	1560	fdrA_3		COG0074	Protein FdrA
CAICOJHJ_04344	CDS	861				hypothetical protein
CAICOJHJ_04345	CDS	669	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
CAICOJHJ_04346	CDS	96				hypothetical protein
CAICOJHJ_04347	CDS	810	clcD_2	3.1.1.45		Carboxymethylenebutenolidase
CAICOJHJ_04348	CDS	765	udp	2.4.2.3	COG2820	Uridine phosphorylase
CAICOJHJ_04349	CDS	1491				hypothetical protein
CAICOJHJ_04350	CDS	507				hypothetical protein
CAICOJHJ_04351	CDS	975				hypothetical protein
CAICOJHJ_04352	CDS	630	dgoA_2	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
CAICOJHJ_04353	CDS	1005	dgoK1_2	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
CAICOJHJ_04354	CDS	768	kdgR_2		COG1414	Transcriptional regulator KdgR
CAICOJHJ_04355	CDS	1428				hypothetical protein
CAICOJHJ_04356	CDS	756	ubiE_3	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
CAICOJHJ_04357	CDS	606				hypothetical protein
CAICOJHJ_04358	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
CAICOJHJ_04359	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
CAICOJHJ_04360	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
CAICOJHJ_04361	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
CAICOJHJ_04362	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
CAICOJHJ_04363	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
CAICOJHJ_04364	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
CAICOJHJ_04365	CDS	702	fre	1.16.1.3	COG0543	NAD(P)H-flavin reductase
CAICOJHJ_04366	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
CAICOJHJ_04367	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
CAICOJHJ_04368	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
CAICOJHJ_04369	CDS	615	yigZ		COG1739	IMPACT family member YigZ
CAICOJHJ_04370	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
CAICOJHJ_04371	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
CAICOJHJ_04372	rRNA	1539				16S ribosomal RNA
CAICOJHJ_04373	tRNA	77				tRNA-Ile(gat)
CAICOJHJ_04374	tRNA	76				tRNA-Ala(tgc)
CAICOJHJ_04375	rRNA	2905				23S ribosomal RNA
CAICOJHJ_04376	rRNA	111				5S ribosomal RNA
CAICOJHJ_04377	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
CAICOJHJ_04378	CDS	585	mobA_2	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
CAICOJHJ_04379	CDS	270	yihD		COG3084	Protein YihD
CAICOJHJ_04380	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
CAICOJHJ_04381	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
CAICOJHJ_04382	CDS	1431	ydgA_2		COG5339	Protein YdgA
CAICOJHJ_04383	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
CAICOJHJ_04384	CDS	186				hypothetical protein
CAICOJHJ_04385	CDS	780	polA_1	2.7.7.7	COG0258	DNA polymerase I
CAICOJHJ_04386	CDS	1989	polA_2	2.7.7.7	COG0258	DNA polymerase I
CAICOJHJ_04387	CDS	633	engB		COG0218	putative GTP-binding protein EngB
CAICOJHJ_04388	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
CAICOJHJ_04389	CDS	1374	hemN_2	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
CAICOJHJ_04390	CDS	111	yshB			putative protein YshB
CAICOJHJ_04391	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
CAICOJHJ_04392	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
CAICOJHJ_04393	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
CAICOJHJ_04394	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
CAICOJHJ_04395	CDS	711	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
CAICOJHJ_04396	CDS	981				hypothetical protein
CAICOJHJ_04397	CDS	1266	yihN			Inner membrane protein YihN
CAICOJHJ_04398	CDS	789	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
CAICOJHJ_04399	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
CAICOJHJ_04400	CDS	879	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
CAICOJHJ_04401	CDS	888	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
CAICOJHJ_04402	CDS	1011	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
CAICOJHJ_04403	CDS	1434	ygcS_3			Inner membrane metabolite transport protein YgcS
CAICOJHJ_04404	CDS	1350	proP_2			Proline/betaine transporter
CAICOJHJ_04405	CDS	888	yphB_2		COG2017	putative protein YphB
CAICOJHJ_04406	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
CAICOJHJ_04407	CDS	873				hypothetical protein
CAICOJHJ_04408	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
CAICOJHJ_04409	CDS	942	argA_2	2.3.1.1		Amino-acid acetyltransferase
CAICOJHJ_04410	CDS	909	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
CAICOJHJ_04411	CDS	312	higB-2_2		COG2026	Toxin HigB-2
CAICOJHJ_04412	CDS	291	higA-2_1		COG2944	Antitoxin HigA-2
CAICOJHJ_04413	CDS	213				hypothetical protein
CAICOJHJ_04414	CDS	279				hypothetical protein
CAICOJHJ_04415	CDS	219				hypothetical protein
CAICOJHJ_04416	CDS	930	fdhE		COG3058	Protein FdhE
CAICOJHJ_04417	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
CAICOJHJ_04418	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
CAICOJHJ_04419	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
CAICOJHJ_04420	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
CAICOJHJ_04421	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
CAICOJHJ_04422	CDS	555				hypothetical protein
CAICOJHJ_04423	CDS	1374				hypothetical protein
CAICOJHJ_04424	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
CAICOJHJ_04425	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
CAICOJHJ_04426	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
CAICOJHJ_04427	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
CAICOJHJ_04428	CDS	837	rhaS_3			HTH-type transcriptional activator RhaS
CAICOJHJ_04429	CDS	939	rhaR_2			HTH-type transcriptional activator RhaR
CAICOJHJ_04430	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
CAICOJHJ_04431	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
CAICOJHJ_04432	CDS	984	kdgT			2-keto-3-deoxygluconate permease
CAICOJHJ_04433	CDS	675	yiiM		COG2258	Protein YiiM
CAICOJHJ_04434	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
CAICOJHJ_04435	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
CAICOJHJ_04436	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
CAICOJHJ_04437	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
CAICOJHJ_04438	CDS	105				hypothetical protein
CAICOJHJ_04439	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
CAICOJHJ_04440	CDS	990	sbp		COG1613	Sulfate-binding protein
CAICOJHJ_04441	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
CAICOJHJ_04442	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
CAICOJHJ_04443	CDS	600				hypothetical protein
CAICOJHJ_04444	CDS	441				hypothetical protein
CAICOJHJ_04445	CDS	300				hypothetical protein
CAICOJHJ_04446	CDS	429	uspD		COG0589	Universal stress protein D
CAICOJHJ_04447	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
CAICOJHJ_04448	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
CAICOJHJ_04449	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
CAICOJHJ_04450	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
CAICOJHJ_04451	CDS	240	zapB		COG3074	Cell division protein ZapB
CAICOJHJ_04452	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
CAICOJHJ_04453	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
CAICOJHJ_04454	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
CAICOJHJ_04455	CDS	531	hslV	3.4.25.2		ATP-dependent protease subunit HslV
CAICOJHJ_04456	CDS	855	ftsN		COG3087	Cell division protein FtsN
CAICOJHJ_04457	CDS	1026	cytR_2		COG1609	HTH-type transcriptional repressor CytR
CAICOJHJ_04458	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
CAICOJHJ_04459	CDS	213	rpmE		COG0254	50S ribosomal protein L31
CAICOJHJ_04460	CDS	609				hypothetical protein
CAICOJHJ_04461	CDS	318	metJ		COG3060	Met repressor
CAICOJHJ_04462	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
CAICOJHJ_04463	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
CAICOJHJ_04464	CDS	861	tsx_2		COG3248	Nucleoside-specific channel-forming protein Tsx
CAICOJHJ_04465	CDS	1620	mggB_1	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
CAICOJHJ_04466	CDS	1551	mggB_2	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
CAICOJHJ_04467	CDS	1125				hypothetical protein
CAICOJHJ_04468	CDS	1554	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
CAICOJHJ_04469	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
CAICOJHJ_04470	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
CAICOJHJ_04471	CDS	906	yijE			putative cystine transporter YijE
CAICOJHJ_04472	CDS	618				hypothetical protein
CAICOJHJ_04473	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
CAICOJHJ_04474	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
CAICOJHJ_04475	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
CAICOJHJ_04476	CDS	1080	manP		COG1299	PTS system mannose-specific EIIBCA component
CAICOJHJ_04477	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
CAICOJHJ_04478	CDS	2298	cutC_4	4.3.99.4	COG1882	Choline trimethylamine-lyase
CAICOJHJ_04479	CDS	879	cutD_3	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
CAICOJHJ_04480	CDS	342	frwD_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
CAICOJHJ_04481	CDS	852	btr_2		COG0614	HTH-type transcriptional activator Btr
CAICOJHJ_04482	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
CAICOJHJ_04483	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
CAICOJHJ_04484	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
CAICOJHJ_04485	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
CAICOJHJ_04486	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
CAICOJHJ_04487	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
CAICOJHJ_04488	CDS	1215	rspA_2		COG4948	Starvation-sensing protein RspA
CAICOJHJ_04489	CDS	1284	lgoT			putative L-galactonate transporter
CAICOJHJ_04490	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
CAICOJHJ_04491	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
CAICOJHJ_04492	CDS	1167	hipO	3.5.1.32	COG1473	Hippurate hydrolase
CAICOJHJ_04493	CDS	1317	kgtP_2			Alpha-ketoglutarate permease
CAICOJHJ_04494	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
CAICOJHJ_04495	CDS	360	yijD			Inner membrane protein YijD
CAICOJHJ_04496	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
CAICOJHJ_04497	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
CAICOJHJ_04498	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
CAICOJHJ_04499	rRNA	1547				16S ribosomal RNA
CAICOJHJ_04500	tRNA	76				tRNA-Glu(ttc)
CAICOJHJ_04501	rRNA	2901				23S ribosomal RNA
CAICOJHJ_04502	rRNA	111				5S ribosomal RNA
CAICOJHJ_04503	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
CAICOJHJ_04504	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
CAICOJHJ_04505	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
CAICOJHJ_04506	tRNA	76				tRNA-Thr(tgt)
CAICOJHJ_04507	tRNA	85				tRNA-Tyr(gta)
CAICOJHJ_04508	tRNA	75				tRNA-Gly(tcc)
CAICOJHJ_04509	tRNA	76				tRNA-Thr(ggt)
CAICOJHJ_04510	CDS	1185	tufB		COG0050	Elongation factor Tu 2
CAICOJHJ_04511	CDS	384	secE		COG0690	Protein translocase subunit SecE
CAICOJHJ_04512	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
CAICOJHJ_04513	CDS	429	rplK		COG0080	50S ribosomal protein L11
CAICOJHJ_04514	CDS	705	rplA		COG0081	50S ribosomal protein L1
CAICOJHJ_04515	CDS	498	rplJ		COG0244	50S ribosomal protein L10
CAICOJHJ_04516	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
CAICOJHJ_04517	CDS	4029	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
CAICOJHJ_04518	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
CAICOJHJ_04519	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
CAICOJHJ_04520	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
CAICOJHJ_04521	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
CAICOJHJ_04522	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
CAICOJHJ_04523	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
CAICOJHJ_04524	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
CAICOJHJ_04525	CDS	477	rsd		COG3160	Regulator of sigma D
CAICOJHJ_04526	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
CAICOJHJ_04527	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
CAICOJHJ_04528	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
CAICOJHJ_04529	CDS	591			COG3068	putative protein
CAICOJHJ_04530	CDS	273	hupA		COG0776	DNA-binding protein HU-alpha
CAICOJHJ_04531	CDS	636				hypothetical protein
CAICOJHJ_04532	CDS	420	zraP		COG3678	Zinc resistance-associated protein
CAICOJHJ_04533	CDS	129				hypothetical protein
CAICOJHJ_04534	CDS	1377	zraS	2.7.13.3		Sensor protein ZraS
CAICOJHJ_04535	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
CAICOJHJ_04536	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
CAICOJHJ_04537	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
CAICOJHJ_04538	rRNA	1538				16S ribosomal RNA
CAICOJHJ_04539	tRNA	76				tRNA-Glu(ttc)
CAICOJHJ_04540	rRNA	2904				23S ribosomal RNA
CAICOJHJ_04541	rRNA	111				5S ribosomal RNA
CAICOJHJ_04542	CDS	384				hypothetical protein
CAICOJHJ_04543	CDS	444	yjaB_2	2.3.1.-	COG0454	putative N-acetyltransferase YjaB
CAICOJHJ_04544	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
CAICOJHJ_04545	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
CAICOJHJ_04546	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
CAICOJHJ_04547	CDS	1725	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
CAICOJHJ_04548	CDS	825	iclR		COG1414	Transcriptional repressor IclR
CAICOJHJ_04549	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
CAICOJHJ_04550	CDS	321				hypothetical protein
CAICOJHJ_04551	CDS	450				hypothetical protein
CAICOJHJ_04552	CDS	1632				hypothetical protein
CAICOJHJ_04553	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
CAICOJHJ_04554	CDS	1230	yggP_2	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
CAICOJHJ_04555	CDS	825	sorM		COG3716	PTS system sorbose-specific EIID component
CAICOJHJ_04556	CDS	798	sorA		COG3715	PTS system sorbose-specific EIIC component
CAICOJHJ_04557	CDS	495	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
CAICOJHJ_04558	CDS	408	sorF		COG2893	PTS system sorbose-specific EIIA component
CAICOJHJ_04559	CDS	807	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
CAICOJHJ_04560	CDS	948	sorC		COG2390	Sorbitol operon regulator
